name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density
"Seymour Place, Marylebone",605,51.520331,-0.163667,23.0,Marylebone_diatance,311.0,The Regent's Park Clarence Gate_distance,618.0,Embankment Pier_diatance,3284.0,19375.0
"Addison Road, Holland Park",606,51.504199,-0.210941,43.0,Paddington_diatance,2758.0,Holland Park Abbotsbury Gate_diatance,544.0,Cadogan Pier_diatance,3894.0,10540.0
"Putney Bridge Station, Fulham",607,51.468814,-0.210279,30.0,Clapham Junction_diatance,2813.0,Battersea Park Sun Gate_diatance,3325.0,Putney Pier_diatance,391.0,3905.0
"Colet Gardens, Hammersmith",608,51.491093,-0.216493,14.0,Paddington_diatance,3984.0,Holland Park Abbotsbury Gate_diatance,1322.0,Putney Pier_diatance,2642.0,14710.0
"Sugden Road, Clapham",609,51.46512358,-0.157788279,34.0,Clapham Junction_diatance,870.0,Battersea Park Sun Gate_diatance,1159.0,Plantation Wharf Pier_diatance,1723.0,20899.0
"Danvers Street, West Chelsea",610,51.48256792,-0.172078187,30.0,Clapham Junction_diatance,2024.0,Battersea Park Albert Gate_diatance,579.0,Cadogan Pier_diatance,397.0,20626.0
"Princedale Road , Holland Park",611,51.50646524,-0.208486599,30.0,Paddington_diatance,2485.0,Holland Park Abbotsbury Gate_diatance,671.0,Cadogan Pier_diatance,3925.0,12785.0
"Wandsworth Rd, Isley Court, Wandsworth Road",612,51.46925984,-0.141812513,62.0,Clapham Junction_diatance,2046.0,Battersea Park Rosery Gate_diatance,1105.0,Battersea Power Station Pier_diatance,1655.0,15161.0
"Woodstock Grove, Shepherd's Bush",613,51.50403821,-0.217400093,58.0,Paddington_diatance,3157.0,Holland Park Abbotsbury Gate_diatance,909.0,Putney Pier_diatance,4083.0,20128.0
"London Fields, Hackney Central",614,51.54119,-0.058826101,30.0,Liverpool Street_diatance,2986.0,Victoria Park St Agnes Gate_diatance,745.0,Tower Millennium Pier_diatance,4019.0,11649.0
"Finlay Street, Fulham",615,51.4768851,-0.215895601,63.0,Clapham Junction_diatance,3450.0,Holland Park Abbotsbury Gate_diatance,2752.0,Putney Pier_diatance,1062.0,11106.0
"Aintree Street, Fulham",616,51.48102131,-0.209973497,66.0,Clapham Junction_diatance,3312.0,Holland Park Abbotsbury Gate_diatance,2217.0,Putney Pier_diatance,1567.0,12856.0
"Elysium Place, Fulham",617,51.47107905,-0.207842908,23.0,Clapham Junction_diatance,2705.0,Battersea Park Albert Gate_diatance,3097.0,Putney Pier_diatance,669.0,16791.0
"Eel Brook Common, Walham Green",618,51.47625965,-0.193254007,63.0,Clapham Junction_diatance,2066.0,Battersea Park Albert Gate_diatance,1974.0,Chelsea Harbour Pier_diatance,967.0,8983.0
"Irene Road, Parsons Green",619,51.4737636,-0.197010096,44.0,Clapham Junction_diatance,2123.0,Battersea Park Albert Gate_diatance,2292.0,Wandsworth Riverside Quarter Pier_diatance,1137.0,8983.0
"Surrey Lane, Battersea",620,51.47518024,-0.167160736,43.0,Clapham Junction_diatance,1218.0,Battersea Park Sun Gate_diatance,269.0,Cadogan Pier_diatance,853.0,17722.0
"Wandsworth Town Station, Wandsworth",621,51.46086446,-0.187427294,60.0,Clapham Junction_diatance,1250.0,Battersea Park Sun Gate_diatance,2292.0,Plantation Wharf Pier_diatance,769.0,10598.0
"Lansdowne Road, Ladbroke Grove",622,51.50748124,-0.205535908,65.0,Paddington_diatance,2252.0,Holland Park Duchess of Bedford_diatance,650.0,Cadogan Pier_diatance,3855.0,12785.0
"Nantes Close, Wandsworth",623,51.46193072,-0.180791784,25.0,Clapham Junction_diatance,777.0,Battersea Park Sun Gate_diatance,1889.0,Plantation Wharf Pier_diatance,581.0,16746.0
"Courland Grove, Wandsworth Road",624,51.4729184,-0.132102704,187.0,Vauxhall_diatance,1578.0,Battersea Park Rosery Gate_diatance,1311.0,St. George Wharf_diatance,1527.0,13431.0
"Queen's Circus, Battersea Park",625,51.47761941,-0.149551631,361.0,Clapham Junction_diatance,2056.0,Battersea Park Rosery Gate_diatance,61.0,Battersea Power Station Pier_diatance,744.0,18233.0
"Normand Park, West Kensington",626,51.48438657,-0.20481514,63.0,Clapham Junction_diatance,3264.0,Holland Park Abbotsbury Gate_diatance,1820.0,Putney Pier_diatance,2032.0,21682.0
"Holden Street, Battersea",627,51.4687905,-0.158230901,39.0,Clapham Junction_diatance,968.0,Battersea Park Sun Gate_diatance,771.0,Chelsea Harbour Pier_diatance,1601.0,18236.0
"William Morris Way, Sands End",628,51.46881971,-0.184318843,76.0,Clapham Junction_diatance,1088.0,Battersea Park Sun Gate_diatance,1608.0,Plantation Wharf Pier_diatance,235.0,11923.0
"Morie Street, Wandsworth",629,51.45995384,-0.190184054,17.0,Clapham Junction_diatance,1464.0,Battersea Park Sun Gate_diatance,2501.0,Wandsworth Riverside Quarter Pier_diatance,737.0,6935.0
"Clarence Walk, Stockwell",630,51.47073264,-0.126994068,58.0,Vauxhall_diatance,1710.0,Battersea Park Rosery Gate_diatance,1736.0,St. George Wharf_diatance,1733.0,17647.0
"Battersea Park Road, Nine Elms",631,51.4795017,-0.141770709,37.0,Vauxhall_diatance,1488.0,Battersea Park Rosery Gate_diatance,531.0,Battersea Power Station Pier_diatance,570.0,7298.0
"Sheepcote Lane, Battersea",632,51.47053858,-0.163041605,47.0,Clapham Junction_diatance,848.0,Battersea Park Sun Gate_diatance,493.0,Chelsea Harbour Pier_diatance,1221.0,15260.0
"Vereker Road, West Kensington",633,51.48959104,-0.209378594,78.0,Paddington_diatance,3796.0,Holland Park Abbotsbury Gate_diatance,1272.0,Putney Pier_diatance,2509.0,25127.0
"Brook Green South, Brook Green",634,51.49434708,-0.215804559,35.0,Paddington_diatance,3695.0,Holland Park Abbotsbury Gate_diatance,1014.0,Putney Pier_diatance,3003.0,7586.0
"Greyhound Road, Hammersmith",635,51.48606206,-0.214428378,71.0,Clapham Junction_diatance,3891.0,Holland Park Abbotsbury Gate_diatance,1750.0,Putney Pier_diatance,2083.0,14008.0
"South Park, Sands End",636,51.46706414,-0.193502076,44.0,Clapham Junction_diatance,1634.0,Battersea Park Sun Gate_diatance,2269.0,Wandsworth Riverside Quarter Pier_diatance,542.0,9815.0
"Spencer Park, Wandsworth Common",637,51.45787019,-0.174691623,66.0,Clapham Junction_diatance,787.0,Battersea Park Sun Gate_diatance,2059.0,Plantation Wharf Pier_diatance,1155.0,3834.0
"Falcon Road, Clapham Junction",638,51.46663393,-0.169821175,61.0,Clapham Junction_diatance,251.0,Battersea Park Sun Gate_diatance,1031.0,Plantation Wharf Pier_diatance,877.0,18408.0
"Coomer Place, West Kensington",639,51.48357068,-0.202038682,40.0,Clapham Junction_diatance,3062.0,Holland Park Ilchester Gate_diatance,1915.0,Chelsea Harbour Pier_diatance,1872.0,16446.0
"Silverthorne Road, Battersea",640,51.47286577,-0.148059277,47.0,Clapham Junction_diatance,1805.0,Battersea Park Rosery Gate_diatance,586.0,Battersea Power Station Pier_diatance,1238.0,4694.0
"Archbishop's Park, Waterloo",641,51.49824168,-0.117495865,18.0,Waterloo_diatance,617.0,Geraldine Mary Harmsworth Park West_diatance,553.0,Westminster Pier_diatance,551.0,9068.0
"Fawcett Close, Battersea",642,51.46916161,-0.174485792,48.0,Clapham Junction_diatance,604.0,Battersea Park Sun Gate_diatance,1009.0,Plantation Wharf Pier_diatance,600.0,17075.0
"All Saints' Road, Portobello",643,51.5190427,-0.204764421,43.0,Paddington_diatance,1940.0,Kensington Gardens Black Lion Gate_diatance,1538.0,Cadogan Pier_diatance,4824.0,21788.0
"Rainville Road, Hammersmith",644,51.48373225,-0.223852256,77.0,Clapham Junction_diatance,4287.0,Holland Park Abbotsbury Gate_diatance,2285.0,Putney Pier_diatance,1914.0,16172.0
"Great Suffolk Street, The Borough",645,51.50173215,-0.100292412,47.0,Waterloo East_diatance,728.0,Geraldine Mary Harmsworth Park East_diatance,749.0,Bankside Pier_diatance,819.0,13123.0
"Buckingham Gate, Westminster",646,51.49886563,-0.137424571,87.0,Victoria_diatance,569.0,St. James's Park Buckingham Gate_distance,194.0,Westminster Pier_diatance,1039.0,3982.0
"Richmond Way, Shepherd's Bush",647,51.50035306,-0.217515071,93.0,Paddington_diatance,3372.0,Holland Park Abbotsbury Gate_diatance,842.0,Putney Pier_diatance,3674.0,22599.0
"Peterborough Road, Sands End",648,51.46904022,-0.19627483,33.0,Clapham Junction_diatance,1872.0,Battersea Park Sun Gate_diatance,2377.0,Wandsworth Riverside Quarter Pier_diatance,632.0,10154.0
"World's End Place, West Chelsea",649,51.48180515,-0.18027465,47.0,Clapham Junction_diatance,2055.0,Battersea Park Albert Gate_diatance,1070.0,Chelsea Harbour Pier_diatance,862.0,20267.0
"St. Mark's Road, North Kensington",650,51.51687069,-0.213872396,78.0,Paddington_diatance,2558.0,Holland Park Duchess of Bedford_diatance,1843.0,Cadogan Pier_diatance,5014.0,12744.0
"Thorndike Close, West Chelsea",651,51.48089844,-0.183853573,18.0,Clapham Junction_diatance,2061.0,Battersea Park Albert Gate_diatance,1297.0,Chelsea Harbour Pier_diatance,812.0,20267.0
"Evesham Street, Avondale",652,51.51148696,-0.218190203,25.0,Paddington_diatance,2925.0,Holland Park Abbotsbury Gate_diatance,1487.0,Cadogan Pier_diatance,4798.0,11353.0
"Simpson Street, Clapham Junction",653,51.47084722,-0.17070367,80.0,Clapham Junction_diatance,717.0,Battersea Park Sun Gate_diatance,688.0,Chelsea Harbour Pier_diatance,721.0,19595.0
"Ashmole Estate, Oval",654,51.48267821,-0.117661574,99.0,Vauxhall_diatance,510.0,Geraldine Mary Harmsworth Park West_diatance,1511.0,St. George Wharf_diatance,778.0,12737.0
"Crabtree Lane, Fulham",655,51.48294452,-0.219346128,23.0,Clapham Junction_diatance,3974.0,Holland Park Abbotsbury Gate_diatance,2204.0,Putney Pier_diatance,1756.0,13192.0
"Broomhouse Lane, Parsons Green",656,51.46841875,-0.199135704,23.0,Clapham Junction_diatance,2047.0,Battersea Park Sun Gate_diatance,2587.0,Wandsworth Riverside Quarter Pier_diatance,534.0,10154.0
"Blythe Road West, Shepherd's Bush",657,51.49968,-0.221791551,73.0,Paddington_diatance,3661.0,Holland Park Abbotsbury Gate_diatance,1143.0,Putney Pier_diatance,3623.0,18996.0
"Ethelburga Estate, Battersea Park",658,51.47729232,-0.16478637,269.0,Clapham Junction_diatance,1484.0,Battersea Park Albert Gate_diatance,255.0,Cadogan Pier_diatance,626.0,17597.0
"Blackfriars Station, St. Paul's",659,51.511934,-0.10307894,46.0,Blackfriars_diatance,38.0,Lincoln's Inn Fields South_distance,997.0,Blackfriars Pier_diatance,208.0,1021.0
"West Kensington Station, West Kensington",660,51.49087074,-0.206029743,24.0,Paddington_diatance,3546.0,Holland Park Abbotsbury Gate_diatance,1100.0,Chelsea Harbour Pier_diatance,2609.0,25127.0
"All Saints Church, Portobello",661,51.51632095,-0.202608612,113.0,Paddington_diatance,1781.0,Kensington Gardens Black Lion Gate_diatance,1236.0,Cadogan Pier_diatance,4490.0,20331.0
"Phene Street, Chelsea",662,51.48498496,-0.167919869,81.0,Victoria_diatance,2057.0,Battersea Park Albert Gate_diatance,630.0,Cadogan Pier_diatance,262.0,12690.0
"Clarendon Road, Avondale",663,51.51323001,-0.211593602,43.0,Paddington_diatance,2439.0,Holland Park Duchess of Bedford_diatance,1414.0,Cadogan Pier_diatance,4607.0,19778.0
"Austin Road, Battersea Park",664,51.474376,-0.155442787,46.0,Clapham Junction_diatance,1513.0,Battersea Park Sun Gate_diatance,548.0,Cadogan Pier_diatance,1207.0,3155.0
"Smugglers Way, Wandsworth",665,51.46108367,-0.191722864,49.0,Clapham Junction_diatance,1529.0,Battersea Park Sun Gate_diatance,2502.0,Wandsworth Riverside Quarter Pier_diatance,580.0,6935.0
"Shepherd's Bush Road North, Shepherd's Bush",667,51.5015946,-0.222293381,88.0,Paddington_diatance,3584.0,Holland Park Abbotsbury Gate_diatance,1175.0,Putney Pier_diatance,3839.0,20128.0
"Ravenscourt Park Station, Hammersmith",668,51.49422354,-0.236769936,190.0,Paddington_diatance,4862.0,Holland Park Abbotsbury Gate_diatance,2292.0,Putney Pier_diatance,3335.0,8815.0
"Teversham Lane, Stockwell",669,51.47614939,-0.1232585,29.0,Vauxhall_diatance,1085.0,Battersea Park Rosery Gate_diatance,1803.0,St. George Wharf_diatance,1164.0,17835.0
"Ashley Crescent, Battersea",670,51.46718562,-0.152248582,90.0,Clapham Junction_diatance,1288.0,Battersea Park Sun Gate_diatance,1155.0,Battersea Power Station Pier_diatance,1911.0,13357.0
"Parsons Green Station, Parsons Green",671,51.475089,-0.201968,54.0,Clapham Junction_diatance,2495.0,Battersea Park Albert Gate_diatance,2591.0,Putney Pier_diatance,1268.0,16809.0
"Hibbert Street, Battersea",673,51.46517078,-0.18038939,58.0,Clapham Junction_diatance,704.0,Battersea Park Sun Gate_diatance,1609.0,Plantation Wharf Pier_diatance,254.0,19595.0
"Carnegie Street, King's Cross",674,51.53546778,-0.11619105,43.0,Kings Cross_diatance,598.0,Lincoln's Inn Fields West_distance,2175.0,Blackfriars Pier_diatance,2958.0,22228.0
"Usk Road, Clapham Junction",675,51.46348914,-0.182126248,56.0,Clapham Junction_diatance,826.0,Battersea Park Sun Gate_diatance,1825.0,Plantation Wharf Pier_diatance,397.0,19595.0
"Hartington Road, Stockwell",676,51.47787084,-0.126874471,77.0,Vauxhall_diatance,934.0,Battersea Park Rosery Gate_diatance,1540.0,St. George Wharf_diatance,939.0,11397.0
"Heath Road, Battersea",677,51.46866929,-0.146544642,42.0,Clapham Junction_diatance,1713.0,Battersea Park Rosery Gate_diatance,1063.0,Battersea Power Station Pier_diatance,1696.0,12117.0
"Esmond Street, Putney",678,51.46231278,-0.211468596,24.0,Clapham Junction_diatance,2861.0,Battersea Park Sun Gate_diatance,3621.0,Putney Pier_diatance,622.0,12203.0
"Orbel Street, Battersea",679,51.47453545,-0.170210533,113.0,Clapham Junction_diatance,1127.0,Battersea Park Sun Gate_diatance,481.0,Chelsea Harbour Pier_diatance,662.0,14617.0
"Westbridge Road, Battersea",680,51.47768469,-0.170329317,39.0,Clapham Junction_diatance,1477.0,Battersea Park Albert Gate_diatance,409.0,Cadogan Pier_diatance,635.0,13238.0
"Bishop's Avenue, Fulham",681,51.47303687,-0.214749808,99.0,Clapham Junction_diatance,3225.0,Holland Park Abbotsbury Gate_diatance,3150.0,Putney Pier_diatance,635.0,3905.0
"Crisp Road, Hammersmith",682,51.48810829,-0.22660621,102.0,Clapham Junction_diatance,4707.0,Holland Park Abbotsbury Gate_diatance,2034.0,Putney Pier_diatance,2436.0,12085.0
"Dorothy Road, Clapham Junction",683,51.46506424,-0.163750945,24.0,Clapham Junction_diatance,460.0,Battersea Park Sun Gate_diatance,1102.0,Plantation Wharf Pier_diatance,1315.0,11932.0
"Neville Gill Close, Wandsworth",684,51.45475251,-0.195197203,173.0,Clapham Junction_diatance,2031.0,Battersea Park Sun Gate_diatance,3152.0,Wandsworth Riverside Quarter Pier_diatance,1021.0,7836.0
"Osiers Road, Wandsworth",685,51.46067005,-0.198735357,80.0,Clapham Junction_diatance,2013.0,Battersea Park Sun Gate_diatance,2925.0,Wandsworth Riverside Quarter Pier_diatance,329.0,10808.0
"Beryl Road, Hammersmith",686,51.48814438,-0.222456468,66.0,Clapham Junction_diatance,4474.0,Holland Park Abbotsbury Gate_diatance,1834.0,Putney Pier_diatance,2364.0,13776.0
"Northfields, Wandsworth",688,51.46095151,-0.20066766,27.0,Clapham Junction_diatance,2138.0,Battersea Park Sun Gate_diatance,3022.0,Wandsworth Riverside Quarter Pier_diatance,317.0,10808.0
"Spanish Road, Clapham Junction",689,51.45922541,-0.180884959,28.0,Clapham Junction_diatance,932.0,Battersea Park Sun Gate_diatance,2133.0,Plantation Wharf Pier_diatance,877.0,13436.0
"Stanley Grove, Battersea",690,51.47047503,-0.152130083,34.0,Clapham Junction_diatance,1428.0,Battersea Park Rosery Gate_diatance,873.0,Battersea Power Station Pier_diatance,1555.0,19130.0
"Erin Close, Walham Green",691,51.47946386,-0.195777222,67.0,Clapham Junction_diatance,2433.0,Battersea Park Albert Gate_diatance,2114.0,Chelsea Harbour Pier_diatance,1263.0,8525.0
"Cadogan Close, Victoria Park",692,51.54211855,-0.028941601,264.0,Stratford International_diatance,1431.0,Victoria Park Cadogan Gate_diatance,17.0,Canary Wharf Pier_diatance,4105.0,4239.0
"Felsham Road, Putney",693,51.464786,-0.215618902,55.0,Clapham Junction_diatance,3140.0,Battersea Park Sun Gate_diatance,3797.0,Putney Pier_diatance,284.0,17661.0
"Putney Rail Station, Putney",694,51.46071722,-0.216526155,71.0,Clapham Junction_diatance,3229.0,Battersea Park Sun Gate_diatance,4013.0,Putney Pier_diatance,741.0,10165.0
"Islington Green, Angel",695,51.53638435,-0.102757578,165.0,Kings Cross_diatance,1488.0,Lincoln's Inn Fields South_distance,2486.0,Blackfriars Pier_diatance,2868.0,11849.0
"Charing Cross Hospital, Hammersmith",696,51.48728535,-0.217995921,30.0,Clapham Junction_diatance,4170.0,Holland Park Abbotsbury Gate_diatance,1734.0,Putney Pier_diatance,2225.0,14008.0
"Charlotte Terrace, Angel",697,51.53639219,-0.112721065,42.0,Kings Cross_diatance,856.0,Lincoln's Inn Fields West_distance,2303.0,Blackfriars Pier_diatance,2979.0,22945.0
"Shoreditch Court, Haggerston",698,51.53908372,-0.070329419,48.0,Liverpool Street_diatance,2425.0,Victoria Park St Agnes Gate_diatance,1352.0,Tower Millennium Pier_diatance,3587.0,12794.0
"Belford House, Haggerston",699,51.5366541,-0.07023031,31.0,Liverpool Street_diatance,2174.0,Victoria Park St Agnes Gate_diatance,1312.0,Tower Millennium Pier_diatance,3322.0,17583.0
"Battersea Church Road, Battersea",700,51.47696496,-0.174347066,43.0,Clapham Junction_diatance,1425.0,Battersea Park Albert Gate_diatance,693.0,Chelsea Harbour Pier_diatance,494.0,13238.0
"Vicarage Crescent, Battersea",701,51.47287627,-0.176267008,101.0,Clapham Junction_diatance,1029.0,Battersea Park Sun Gate_diatance,928.0,Chelsea Harbour Pier_diatance,274.0,16518.0
"Durant Street, Bethnal Green",702,51.52868155,-0.065550321,35.0,Liverpool Street_diatance,1600.0,Victoria Park Bonner Gate_diatance,1280.0,Tower Millennium Pier_diatance,2553.0,14358.0
"St. Bride Street, Holborn",703,51.51505991,-0.10534448,29.0,Blackfriars_diatance,418.0,Lincoln's Inn Fields South_distance,753.0,Blackfriars Pier_diatance,580.0,2733.0
"Mexfield Road, East Putney",704,51.45682071,-0.202802098,35.0,Clapham Junction_diatance,2404.0,Battersea Park Sun Gate_diatance,3400.0,Wandsworth Riverside Quarter Pier_diatance,800.0,9364.0
"Upper Richmond Road, Putney",705,51.45971528,-0.212145939,49.0,Clapham Junction_diatance,2945.0,Battersea Park Sun Gate_diatance,3785.0,Putney Pier_diatance,878.0,13285.0
"Snowsfields, London Bridge",706,51.50215353,-0.083632928,46.0,London Bridge_diatance,364.0,Geraldine Mary Harmsworth Park East_diatance,1694.0,London Bridge City Pier_diatance,535.0,12007.0
"Barons Court Station, West Kensington",707,51.49021762,-0.215087092,42.0,Paddington_diatance,3990.0,Holland Park Abbotsbury Gate_diatance,1351.0,Putney Pier_diatance,2544.0,9332.0
"Disraeli Road, Putney",708,51.46161068,-0.21614583,32.0,Clapham Junction_diatance,3191.0,Battersea Park Sun Gate_diatance,3951.0,Putney Pier_diatance,639.0,10165.0
"Montserrat Road , Putney",709,51.46321128,-0.215550761,22.0,Clapham Junction_diatance,3138.0,Battersea Park Sun Gate_diatance,3848.0,Putney Pier_diatance,459.0,10165.0
"Albert Bridge Road, Battersea Park",710,51.47439218,-0.163347594,176.0,Clapham Junction_diatance,1211.0,Battersea Park Sun Gate_diatance,64.0,Cadogan Pier_diatance,962.0,17722.0
"Everington Street, Fulham",711,51.48335692,-0.216305546,38.0,Clapham Junction_diatance,3820.0,Holland Park Abbotsbury Gate_diatance,2077.0,Putney Pier_diatance,1782.0,14289.0
"Mile End Stadium, Mile End",712,51.51854104,-0.034903714,40.0,Fenchurch Street_diatance,3106.0,Mile End Park Football Pitch_diatance,17.0,Canary Wharf Pier_diatance,1543.0,10078.0
"Hawley Crescent, Camden Town",713,51.54100708,-0.14326094,31.0,Euston_diatance,1497.0,The Regent's Park St. Mark's Gate_distance,797.0,Embankment Pier_diatance,4077.0,12410.0
"Stewart's Road, Wandsworth Road",714,51.47311696,-0.137235175,40.0,Vauxhall_diatance,1734.0,Battersea Park Rosery Gate_diatance,991.0,Battersea Power Station Pier_diatance,1344.0,4849.0
"Aylward Street, Stepney",715,51.51563007,-0.049067243,34.0,Fenchurch Street_diatance,2077.0,Mile End Park Football Pitch_diatance,1042.0,Nelson Dock Pier_diatance,1725.0,20801.0
"Dunston Road , Haggerston",717,51.53658514,-0.075885686,72.0,Liverpool Street_diatance,2054.0,Victoria Park St Agnes Gate_diatance,1703.0,Tower Millennium Pier_diatance,3266.0,22367.0
"Ada Street, Hackney Central",718,51.53571683,-0.060291813,52.0,Liverpool Street_diatance,2429.0,Victoria Park St Agnes Gate_diatance,629.0,Tower Millennium Pier_diatance,3415.0,11312.0
"Victoria Park Road, Hackney Central",719,51.53642464,-0.054162264,184.0,Liverpool Street_diatance,2767.0,Victoria Park St Agnes Gate_diatance,201.0,Tower Bridge Quay_diatance,3641.0,14210.0
"Star Road, West Kensington",720,51.48724429,-0.205279052,53.0,Clapham Junction_diatance,3510.0,Holland Park Abbotsbury Gate_diatance,1502.0,Chelsea Harbour Pier_diatance,2297.0,11069.0
"Wendon Street, Old Ford",721,51.53603947,-0.026262677,69.0,Stratford International_diatance,1557.0,Victoria Park Lockhouse Gate_diatance,357.0,Canary Wharf Pier_diatance,3434.0,7528.0
"Finnis Street, Bethnal Green",722,51.52458353,-0.058631453,25.0,Liverpool Street_diatance,1746.0,Victoria Park Bonner Gate_diatance,1220.0,Tower Bridge Quay_diatance,2312.0,19701.0
"Stephendale Road, Sands End",723,51.46822047,-0.190346493,56.0,Clapham Junction_diatance,1452.0,Battersea Park Sun Gate_diatance,2018.0,Plantation Wharf Pier_diatance,561.0,14705.0
"Alma Road, Wandsworth",724,51.45799126,-0.184806157,42.0,Clapham Junction_diatance,1232.0,Battersea Park Sun Gate_diatance,2405.0,Plantation Wharf Pier_diatance,1021.0,13436.0
"Walworth Square, Walworth",725,51.491327,-0.096518684,109.0,Waterloo East_diatance,1703.0,Geraldine Mary Harmsworth Park East_diatance,842.0,London Bridge City Pier_diatance,1920.0,15196.0
"Alfreda Street, Battersea Park",726,51.47505096,-0.150908371,67.0,Clapham Junction_diatance,1791.0,Battersea Park Rosery Gate_diatance,361.0,Battersea Power Station Pier_diatance,1044.0,14638.0
"Chesilton Road, Fulham",727,51.47569809,-0.20587627,66.0,Clapham Junction_diatance,2766.0,Holland Park Abbotsbury Gate_diatance,2786.0,Putney Pier_diatance,1140.0,19590.0
"Putney Bridge Road, East Putney",728,51.46199911,-0.206240805,48.0,Clapham Junction_diatance,2504.0,Battersea Park Sun Gate_diatance,3306.0,Wandsworth Riverside Quarter Pier_diatance,530.0,10808.0
"St. Peter's Terrace, Fulham",729,51.47893931,-0.208485293,70.0,Clapham Junction_diatance,3100.0,Holland Park Abbotsbury Gate_diatance,2435.0,Putney Pier_diatance,1376.0,20095.0
"Bridge Avenue, Hammersmith",730,51.49208492,-0.229116862,89.0,Paddington_diatance,4561.0,Holland Park Abbotsbury Gate_diatance,1906.0,Putney Pier_diatance,2911.0,11691.0
"Michael Road, Walham Green",731,51.47727637,-0.189210466,32.0,Clapham Junction_diatance,1941.0,Battersea Park Albert Gate_diatance,1679.0,Chelsea Harbour Pier_diatance,747.0,9256.0
"Duke Street Hill, London Bridge",732,51.50630441,-0.087262995,140.0,London Bridge_diatance,187.0,Geraldine Mary Harmsworth Park East_diatance,1731.0,London Bridge City Pier_diatance,194.0,9193.0
"Park Lane, Mayfair",733,51.50542628,-0.150817316,34.0,Victoria_diatance,1066.0,Hyde Park Queen Elizabeth Gate_diatance,182.0,Westminster Pier_diatance,1959.0,4530.0
"Plough Terrace, Clapham Junction",734,51.46230566,-0.175407201,37.0,Clapham Junction_diatance,424.0,Battersea Park Sun Gate_diatance,1639.0,Plantation Wharf Pier_diatance,720.0,17564.0
"Grant Road East, Clapham Junction",735,51.46489445,-0.17302926,32.0,Clapham Junction_diatance,197.0,Battersea Park Sun Gate_diatance,1307.0,Plantation Wharf Pier_diatance,696.0,15671.0
"Queensdale Road, Shepherd's Bush",736,51.50659035,-0.216104479,50.0,Paddington_diatance,2954.0,Holland Park Abbotsbury Gate_diatance,987.0,Cadogan Pier_diatance,4340.0,26574.0
"Fulham Broadway, Walham Green",737,51.47993289,-0.19411695,57.0,Clapham Junction_diatance,2388.0,Battersea Park Albert Gate_diatance,1999.0,Chelsea Harbour Pier_diatance,1191.0,8525.0
"Imperial Road, Sands End",738,51.47514228,-0.187278987,46.0,Clapham Junction_diatance,1676.0,Battersea Park Albert Gate_diatance,1603.0,Chelsea Harbour Pier_diatance,536.0,13970.0
"Hortensia Road, West Brompton",739,51.48176572,-0.185273723,61.0,Clapham Junction_diatance,2192.0,Battersea Park Albert Gate_diatance,1408.0,Chelsea Harbour Pier_diatance,939.0,20541.0
"Sirdar Road, Avondale",740,51.51092871,-0.214594781,21.0,Paddington_diatance,2697.0,Holland Park Abbotsbury Gate_diatance,1299.0,Cadogan Pier_diatance,4572.0,11353.0
"Freston Road, Avondale",741,51.5129814,-0.219486603,23.0,Paddington_diatance,2982.0,Holland Park Abbotsbury Gate_diatance,1674.0,Cadogan Pier_diatance,4976.0,9666.0
"Blenheim Crescent, Ladbroke Grove",742,51.51510818,-0.208565479,57.0,Paddington_diatance,2202.0,Holland Park Duchess of Bedford_diatance,1508.0,Cadogan Pier_diatance,4627.0,15283.0
"Oxford Road, Putney",743,51.46079243,-0.212607684,38.0,Clapham Junction_diatance,2958.0,Battersea Park Sun Gate_diatance,3762.0,Putney Pier_diatance,754.0,12203.0
"Ingrave Street, Clapham Junction",744,51.46745485,-0.172293499,63.0,Clapham Junction_diatance,367.0,Battersea Park Sun Gate_diatance,1042.0,Plantation Wharf Pier_diatance,706.0,18408.0
"Upcerne Road, West Chelsea",745,51.47816972,-0.18243547,41.0,Clapham Junction_diatance,1747.0,Battersea Park Albert Gate_diatance,1200.0,Chelsea Harbour Pier_diatance,494.0,11508.0
"Lots Road, West Chelsea",746,51.4795738,-0.17903854,43.0,Clapham Junction_diatance,1793.0,Battersea Park Albert Gate_diatance,955.0,Chelsea Harbour Pier_diatance,615.0,11508.0
"Ormonde Gate, Chelsea",747,51.48796408,-0.161765173,64.0,Victoria_diatance,1517.0,Battersea Park Albert Gate_diatance,964.0,Cadogan Pier_diatance,653.0,3956.0
"Hertford Road, De Beauvoir Town",748,51.53727795,-0.079201849,83.0,Liverpool Street_diatance,2096.0,Victoria Park St Agnes Gate_diatance,1935.0,Blackfriars Pier_diatance,3324.0,30630.0
"Haggerston Road, Haggerston",749,51.53932857,-0.074284675,118.0,Liverpool Street_diatance,2375.0,Victoria Park St Agnes Gate_diatance,1625.0,Tower Millennium Pier_diatance,3579.0,13188.0
"Culvert Road, Battersea",750,51.4710956,-0.157850096,27.0,Clapham Junction_diatance,1139.0,Battersea Park Sun Gate_diatance,573.0,Cadogan Pier_diatance,1432.0,15596.0
"Newton Street, Covent Garden",751,51.51612862,-0.120909408,10.0,Charing Cross_diatance,971.0,Lincoln's Inn Fields West_distance,205.0,Embankment Pier_diatance,1018.0,14982.0
