name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density,intercept,min_rail_distance_95,min_park_distance_95,min_pier_distance_95,population_density_95,localR2
"Harrington Square 1, Camden Town",90,51.53301907,-0.139174593,23.0,Euston_diatance,579.0,The Regent's Park Chester Gate_distance,756.0,Embankment Pier_diatance,3148.0,15115.0,0.0,0.0,-2.043402263015218,0.0,0.0,0.17490745606988292
"Walnut Tree Walk, Vauxhall",91,51.49368637,-0.111014912,26.0,Waterloo_diatance,1058.0,Geraldine Mary Harmsworth Park West_diatance,210.0,Millbank Millennium Pier_diatance,971.0,17675.0,0.0,0.0,0.0,0.0,0.0,0.11816224623700955
"Borough Road, Elephant & Castle",92,51.49889832,-0.100440521,30.0,Waterloo East_diatance,884.0,Geraldine Mary Harmsworth Park East_diatance,502.0,Bankside Pier_diatance,1126.0,12715.0,0.0,0.0,0.0,0.0,0.0,0.12039499271039547
"Cloudesley Road, Angel",93,51.53440868,-0.109025404,45.0,Kings Cross_diatance,1012.0,Lincoln's Inn Fields South_distance,2144.0,Blackfriars Pier_diatance,2704.0,22945.0,0.0,0.0,0.0,0.0,0.0,0.08267518742924415
"Bricklayers Arms, Borough",94,51.49506109,-0.085814489,70.0,London Bridge_diatance,1140.0,Geraldine Mary Harmsworth Park East_diatance,1405.0,London Bridge City Pier_diatance,1322.0,22671.0,0.0,0.0,0.0,0.0,0.0,0.08897604258053565
"Aldersgate Street, Barbican",95,51.5208417,-0.097340162,45.0,Blackfriars_diatance,1100.0,Lincoln's Inn Fields South_distance,1426.0,Blackfriars Pier_diatance,1164.0,13475.0,0.0,0.0,0.0,0.0,0.0,0.10248616619985486
"Falkirk Street, Hoxton",96,51.53095071,-0.078505384,36.0,Liverpool Street_diatance,1404.0,Victoria Park St Agnes Gate_diatance,1980.0,Tower Millennium Pier_diatance,2633.0,13333.0,0.0,0.0,0.0,0.0,0.0,0.09449792486768106
"Gloucester Road (North), Kensington",97,51.49792478,-0.183834706,32.0,Paddington_diatance,2186.0,Kensington Gardens Palace Gate_diatance,441.0,Cadogan Pier_diatance,2068.0,11047.0,0.0,0.0,-4.015263058006469,0.0,-3.362890612350116,0.1917097670950068
"Hampstead Road, Euston",98,51.52554222,-0.138231303,48.0,Euston_diatance,436.0,The Regent's Park St. Andrew's Gate_distance,533.0,Embankment Pier_diatance,2372.0,4780.0,0.0,0.0,-2.4441472450265835,0.0,-1.9811971495249328,0.17118893069905983
"Old Quebec Street, Marylebone",99,51.51457763,-0.158264483,90.0,Marylebone_diatance,1003.0,Hyde Park Marble Arch_diatance,274.0,Embankment Pier_diatance,2692.0,13849.0,-4.808540273133522,0.0,-6.939635095188909,0.0,-2.9989390531566453,0.1751097593889885
"Albert Embankment, Vauxhall",100,51.49043573,-0.122806861,53.0,Vauxhall_diatance,504.0,Geraldine Mary Harmsworth Park West_diatance,1011.0,Millbank Millennium Pier_diatance,198.0,11597.0,0.0,0.0,0.0,0.0,0.0,0.12920651402245753
"Queen Street 1, Bank",101,51.51155322,-0.0929401,31.0,Cannon Street_diatance,202.0,Lincoln's Inn Fields South_distance,1672.0,Bankside Pier_diatance,409.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.10296787405890498
"Jewry Street, Aldgate",102,51.51340693,-0.076793375,23.0,Fenchurch Street_diatance,246.0,Lincoln's Inn Fields South_distance,2737.0,Tower Millennium Pier_diatance,697.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.08792697706507115
"Vicarage Gate, Kensington",103,51.50472376,-0.192538767,31.0,Paddington_diatance,1751.0,Kensington Gardens Studio Gate_diatance,299.0,Cadogan Pier_diatance,3034.0,8796.0,0.0,0.0,-3.2515443967855053,0.0,-2.9975295498903307,0.18796194712206066
"Crosswall, Tower",104,51.51159481,-0.077121322,67.0,Fenchurch Street_diatance,84.0,Geraldine Mary Harmsworth Park East_diatance,2647.0,Tower Millennium Pier_diatance,496.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.08688343882291691
"Westbourne Grove, Bayswater",105,51.51552971,-0.190240716,34.0,Paddington_diatance,939.0,Kensington Gardens Black Lion Gate_diatance,626.0,Cadogan Pier_diatance,3994.0,22058.0,0.0,0.0,-3.5324696941638782,0.0,-3.071990720719594,0.1869555437952584
"Woodstock Street, Mayfair",106,51.51410514,-0.147301667,26.0,Marylebone_diatance,1477.0,Hyde Park Marble Arch_diatance,818.0,Embankment Pier_diatance,1964.0,2938.0,-2.760859379197698,0.0,-5.210652407508513,0.0,-2.612398072485125,0.16948408405021334
"Finsbury Leisure Centre, St. Luke's",107,51.52600832,-0.096317627,32.0,Liverpool Street_diatance,1301.0,Lincoln's Inn Fields South_distance,1794.0,Blackfriars Pier_diatance,1741.0,19126.0,0.0,0.0,0.0,0.0,0.0,0.08574572844832133
"Abbey Orchard Street, Westminster",108,51.49812559,-0.132102166,35.0,Victoria_diatance,895.0,St. James's Park Queen Anne's Gate_distance,333.0,Westminster Pier_diatance,739.0,24957.0,0.0,0.0,-2.3686506497235538,0.0,0.0,0.14435208776537745
"Soho Square , Soho",109,51.51563144,-0.132328837,114.0,Charing Cross_diatance,1107.0,Lincoln's Inn Fields West_distance,995.0,Embankment Pier_diatance,1227.0,10317.0,0.0,0.0,-2.258835243468227,0.0,0.0,0.15606769248707292
"Wellington Road, St. John's Wood",110,51.53304322,-0.172528678,24.0,Marylebone_diatance,1287.0,The Regent's Park Hanover Gate_distance,702.0,Embankment Pier_diatance,4577.0,12418.0,-3.870153697101276,0.0,-5.5756167281506075,0.0,-2.6303893193693186,0.18320374378294024
"Park Lane , Hyde Park",111,51.5100172,-0.157275636,650.0,Marylebone_diatance,1508.0,Hyde Park Park Lane_diatance,111.0,Embankment Pier_diatance,2510.0,891.0,-4.918168997378059,0.0,-7.117079128787047,0.0,-2.9935446839807405,0.171839936243138
"Stonecutter Street, Holborn",112,51.51580998,-0.105270275,13.0,Blackfriars_diatance,494.0,Lincoln's Inn Fields South_distance,756.0,Blackfriars Pier_diatance,650.0,2733.0,0.0,0.0,0.0,0.0,0.0,0.14076667007596477
"Gloucester Road (Central), South Kensington",113,51.49646288,-0.183289032,33.0,Paddington_diatance,2337.0,Kensington Gardens Palace Gate_diatance,606.0,Cadogan Pier_diatance,1915.0,19558.0,0.0,0.0,-3.9798823529300775,0.0,-3.3480365161599885,0.19232873374559165
"Park Road (Baker Street), The Regent's Park",114,51.52451738,-0.158963647,184.0,Marylebone_diatance,321.0,The Regent's Park Clarence Gate_distance,57.0,Embankment Pier_diatance,3253.0,3413.0,-3.6699619384398923,0.0,-5.952799475158793,0.0,-2.8527941849379927,0.18042130750729674
"Braham Street, Aldgate",115,51.51423368,-0.073537654,43.0,Fenchurch Street_diatance,456.0,Mile End Park Football Pitch_diatance,2728.0,Tower Millennium Pier_diatance,858.0,23872.0,0.0,0.0,0.0,0.0,0.0,0.08281285225626288
"Little Argyll Street, West End",116,51.51449962,-0.141423695,123.0,Charing Cross_diatance,1488.0,Green Park Devonshire Gates_diatance,1010.0,Embankment Pier_diatance,1622.0,2938.0,-1.9641558948618842,0.0,-3.9515721053114907,0.0,-2.2551980347764484,0.16624040707413826
"Lollard Street, Vauxhall",117,51.49288067,-0.114934001,48.0,Vauxhall_diatance,952.0,Geraldine Mary Harmsworth Park West_diatance,416.0,Millbank Millennium Pier_diatance,687.0,12443.0,0.0,0.0,0.0,0.0,0.0,0.11725164659018043
"Rochester Row, Westminster",118,51.49582705,-0.13547809,28.0,Victoria_diatance,651.0,St. James's Park Buckingham Gate_distance,557.0,Millbank Millennium Pier_diatance,872.0,15046.0,0.0,0.0,-2.9760308189507505,0.0,0.0,0.14566281469963333
"Bath Street, St. Luke's",119,51.52589324,-0.090847761,40.0,Liverpool Street_diatance,1029.0,Lincoln's Inn Fields South_distance,2091.0,Blackfriars Pier_diatance,1836.0,7965.0,0.0,0.0,0.0,0.0,0.0,0.07653512079856498
"The Guildhall, Guildhall",120,51.51573534,-0.093080779,8.0,Cannon Street_diatance,640.0,Lincoln's Inn Fields South_distance,1599.0,Blackfriars Pier_diatance,787.0,7347.0,0.0,0.0,0.0,0.0,0.0,0.09698798854801928
"Baker Street, Marylebone",121,51.51891348,-0.156166631,25.0,Marylebone_diatance,664.0,The Regent's Park Clarence Gate_distance,663.0,Embankment Pier_diatance,2752.0,7737.0,-3.9502354649973914,0.0,-6.324624137236586,0.0,-2.9504557077692586,0.17715963812875193
"Norton Folgate, Liverpool Street",122,51.52111369,-0.078869751,21.0,Liverpool Street_diatance,358.0,Victoria Park Bonner Gate_diatance,2502.0,Tower Millennium Pier_diatance,1539.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.09135992866211677
"St. John Street, Finsbury",123,51.52836014,-0.104724625,19.0,Kings Cross_diatance,1361.0,Lincoln's Inn Fields South_distance,1621.0,Blackfriars Pier_diatance,1990.0,20244.0,0.0,0.0,0.0,0.0,0.0,0.09951893547663541
"Eaton Square, Belgravia",124,51.49654462,-0.150905245,17.0,Victoria_diatance,423.0,Green Park Wellington Arch_diatance,682.0,Battersea Power Station Pier_diatance,1445.0,7876.0,-3.10989308012736,0.0,-5.785166493640135,0.0,-2.024288190829897,0.1589905476276339
"Borough High Street, The Borough",125,51.50069491,-0.094524319,49.0,London Bridge_diatance,829.0,Geraldine Mary Harmsworth Park East_diatance,952.0,Bankside Pier_diatance,912.0,10448.0,0.0,0.0,0.0,0.0,0.0,0.10926841479309055
"Museum of London, Barbican",126,51.51782144,-0.096496865,17.0,Blackfriars_diatance,825.0,Lincoln's Inn Fields South_distance,1384.0,Blackfriars Pier_diatance,858.0,13475.0,0.0,0.0,0.0,0.0,0.0,0.10485121391317345
"Wood Street, Guildhall",127,51.51700801,-0.09388536,8.0,Cannon Street_diatance,790.0,Lincoln's Inn Fields South_distance,1551.0,Blackfriars Pier_diatance,862.0,7347.0,0.0,0.0,0.0,0.0,0.0,0.09699606280448118
"Emperor's Gate, South Kensington",128,51.49536226,-0.185296516,45.0,Paddington_diatance,2486.0,Kensington Gardens Palace Gate_diatance,728.0,Cadogan Pier_diatance,1913.0,31068.0,0.0,0.0,-3.6997545585410347,0.0,-3.245249873638472,0.19253971250008867
"Golden Square, Soho",129,51.5118973,-0.137043852,47.0,Charing Cross_diatance,1082.0,St. James's Park Waterloo Place Gate_distance,808.0,Embankment Pier_diatance,1217.0,2938.0,0.0,0.0,-3.319081571324407,0.0,0.0,0.15853772987890802
"Tower Gardens , Tower",130,51.50950627,-0.075459482,226.0,Fenchurch Street_diatance,288.0,Geraldine Mary Harmsworth Park East_diatance,2594.0,Tower Millennium Pier_diatance,344.0,7364.0,0.0,0.0,0.0,0.0,0.0,0.08501813998703284
"Eversholt Street , Camden Town",131,51.53300545,-0.136792671,37.0,Euston_diatance,504.0,The Regent's Park Chester Gate_distance,867.0,Embankment Pier_diatance,3085.0,22264.0,0.0,0.0,0.0,0.0,0.0,0.17045382857316113
"Bethnal Green Road, Shoreditch",132,51.52364804,-0.074754872,97.0,Liverpool Street_diatance,756.0,Victoria Park Bonner Gate_diatance,2110.0,Tower Millennium Pier_diatance,1843.0,14523.0,0.0,0.0,0.0,0.0,0.0,0.08655003823517186
"Derry Street, Kensington",133,51.50136494,-0.191462381,38.0,Paddington_diatance,2019.0,Kensington Gardens Studio Gate_diatance,377.0,Cadogan Pier_diatance,2695.0,9925.0,0.0,0.0,-3.3125029839819913,0.0,-3.026033745661373,0.1888984170002867
"Wapping High Street, Wapping",134,51.504904,-0.06797,73.0,Fenchurch Street_diatance,1016.0,Mile End Park Football Pitch_diatance,2751.0,Tower Bridge Quay_diatance,402.0,7364.0,0.0,0.0,0.0,0.0,0.0,0.06485585248644575
"Clerkenwell Green, Clerkenwell",135,51.52326004,-0.104708922,51.0,Blackfriars_diatance,1302.0,Lincoln's Inn Fields South_distance,1161.0,Blackfriars Pier_diatance,1429.0,10379.0,0.0,0.0,0.0,0.0,0.0,0.11975515734336442
"Queen Victoria Street, St. Paul's",136,51.51196176,-0.097441687,23.0,Blackfriars_diatance,387.0,Lincoln's Inn Fields South_distance,1360.0,Blackfriars Pier_diatance,285.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.11771562981382386
"Green Street, Mayfair",138,51.51227622,-0.157436972,127.0,Marylebone_diatance,1264.0,Hyde Park Marble Arch_diatance,88.0,Embankment Pier_diatance,2567.0,9898.0,-4.854562084091946,0.0,-7.037809235406366,0.0,-2.9956642445768065,0.17340647134492637
"Lambeth Road, Vauxhall",139,51.49488108,-0.117974901,29.0,Waterloo_diatance,972.0,Geraldine Mary Harmsworth Park West_diatance,506.0,Millbank Millennium Pier_diatance,579.0,8461.0,0.0,0.0,0.0,0.0,0.0,0.12265362600750501
"Finsbury Square , Moorgate",140,51.52096262,-0.085634242,34.0,Liverpool Street_diatance,376.0,Lincoln's Inn Fields South_distance,2195.0,Bankside Pier_diatance,1560.0,7965.0,0.0,0.0,0.0,0.0,0.0,0.08490340855875704
"Chapel Place, Marylebone",141,51.51530805,-0.147203711,34.0,Marylebone_diatance,1395.0,Hyde Park Marble Arch_diatance,870.0,Embankment Pier_diatance,2016.0,10022.0,-2.625696203362111,0.0,-5.045351971560991,0.0,-2.6584094195193595,0.1707244491465989
"West Cromwell Road, Earl's Court",142,51.49372451,-0.198286569,33.0,Paddington_diatance,2991.0,Holland Park Ilchester Gate_diatance,846.0,Cadogan Pier_diatance,2520.0,16405.0,0.0,0.0,-2.6879267539370004,0.0,-2.5475717468617276,0.18128666310816846
"Pont Street, Knightsbridge",143,51.4968865,-0.161203828,70.0,Victoria_diatance,1136.0,Hyde Park Albert Gate_diatance,659.0,Cadogan Pier_diatance,1603.0,11095.0,-3.735138492483014,0.0,-6.3471852737477406,0.0,-3.2010630010236487,0.17013493346330366
"Kennington Cross, Kennington",144,51.48894022,-0.111435796,42.0,Vauxhall_diatance,863.0,Geraldine Mary Harmsworth Park West_diatance,739.0,Millbank Millennium Pier_diatance,971.0,17983.0,0.0,0.0,0.0,0.0,0.0,0.1067104074762408
"Ilchester Place, Kensington",145,51.50074359,-0.202759212,12.0,Paddington_diatance,2552.0,Holland Park Ilchester Gate_diatance,7.0,Cadogan Pier_diatance,3211.0,5099.0,0.0,0.0,-2.6420124320770197,0.0,-2.527945504580321,0.17817737509315543
"Vauxhall Bridge , Pimlico",146,51.48836528,-0.129361842,21.0,Vauxhall_diatance,525.0,St. James's Park Queen Anne's Gate_distance,1430.0,St. George Wharf_diatance,270.0,18587.0,0.0,0.0,0.0,0.0,0.0,0.1388161708566382
"Portugal Street, Holborn",147,51.51494305,-0.11614642,0.0,Charing Cross_diatance,957.0,Lincoln's Inn Fields South_distance,78.0,Festival Pier_diatance,890.0,2977.0,-1.9934479263793923,0.0,0.0,0.0,0.0,0.1412821595070551
"Tachbrook Street, Victoria",148,51.49211134,-0.138364847,43.0,Victoria_diatance,669.0,St. James's Park Buckingham Gate_distance,931.0,Millbank Millennium Pier_diatance,947.0,36045.0,0.0,0.0,-3.4051521312519064,0.0,0.0,0.14696051205212163
"Kennington Road Post Office, Oval",149,51.48478899,-0.110683213,53.0,Vauxhall_diatance,855.0,Geraldine Mary Harmsworth Park West_diatance,1199.0,St. George Wharf_diatance,1160.0,13236.0,0.0,0.0,0.0,0.0,0.0,0.09869755781991704
"Holy Trinity Brompton, Knightsbridge",150,51.49705603,-0.168917077,31.0,Victoria_diatance,1670.0,Hyde Park Alexandra Gate_diatance,660.0,Cadogan Pier_diatance,1591.0,7048.0,-2.977485412385017,0.0,-5.924537854120299,0.0,-3.8414525686620475,0.1775160074248053
"Chepstow Villas, Notting Hill",151,51.51213691,-0.201554966,42.0,Paddington_diatance,1793.0,Kensington Gardens Black Lion Gate_diatance,978.0,Cadogan Pier_diatance,4068.0,11572.0,0.0,0.0,-2.7492352710900176,0.0,-2.7156550539461835,0.18030322685394276
"Hampton Street, Walworth",152,51.49217002,-0.101536865,40.0,Waterloo East_diatance,1453.0,Geraldine Mary Harmsworth Park East_diatance,531.0,Millbank Millennium Pier_diatance,1604.0,46000.0,0.0,0.0,0.0,0.0,0.0,0.11027761978110265
"Bayswater Road, Hyde Park",153,51.511933,-0.174411,250.0,Paddington_diatance,600.0,Kensington Gardens Marlborough Gate_diatance,116.0,Cadogan Pier_diatance,3283.0,14280.0,-3.545039327376209,0.0,-5.71945871656187,0.0,-3.187795432479886,0.18219279893716347
"Waterloo Station 3, Waterloo",154,51.50379168,-0.11282408,45.0,Waterloo_diatance,81.0,Geraldine Mary Harmsworth Park North_diatance,794.0,Festival Pier_diatance,496.0,6252.0,-2.144961397389755,0.0,0.0,0.0,0.0,0.14483046856897497
"Lexham Gardens, Kensington",155,51.49586666,-0.191933711,55.0,Paddington_diatance,2580.0,Kensington Gardens Palace Gate_diatance,853.0,Cadogan Pier_diatance,2288.0,21709.0,0.0,0.0,-3.135372862276594,0.0,-2.919790390454801,0.18833901921176296
"New Kent Road, The Borough",156,51.49443626,-0.092921165,41.0,London Bridge_diatance,1324.0,Geraldine Mary Harmsworth Park East_diatance,926.0,London Bridge City Pier_diatance,1503.0,9371.0,0.0,0.0,0.0,0.0,0.0,0.09933737397807002
"Wright's Lane, Kensington",157,51.50039792,-0.193068385,66.0,Paddington_diatance,2168.0,Kensington Gardens Studio Gate_diatance,530.0,Cadogan Pier_diatance,2689.0,9925.0,0.0,0.0,-3.1818474389561935,0.0,-2.958594956123027,0.18749564886374986
"Trebovir Road, Earl's Court",158,51.49085368,-0.196170309,31.0,Paddington_diatance,3209.0,Holland Park Ilchester Gate_diatance,1197.0,Chelsea Harbour Pier_diatance,2187.0,22219.0,0.0,0.0,-2.6837113400923034,0.0,-2.5386719718307957,0.18277562847385062
"Waterloo Place, St. James's",160,51.50663341,-0.131773845,128.0,Charing Cross_diatance,608.0,St. James's Park Waterloo Place Gate_distance,121.0,Embankment Pier_diatance,723.0,1810.0,0.0,0.0,-2.416455863597368,0.0,0.0,0.1476260163959788
"Guildhouse Street, Victoria",161,51.49234577,-0.141334487,32.0,Victoria_diatance,530.0,St. James's Park Buckingham Gate_distance,927.0,Battersea Power Station Pier_diatance,990.0,23108.0,0.0,0.0,-3.9981437422453396,1.967205561170096,0.0,0.14913703686535268
"Southampton Place, Holborn",162,51.51760685,-0.121328408,23.0,Charing Cross_diatance,1130.0,Lincoln's Inn Fields West_distance,298.0,Embankment Pier_diatance,1182.0,5611.0,0.0,0.0,0.0,0.0,0.0,0.12216760269715238
"Sloane Avenue, Knightsbridge",163,51.4931848,-0.167894973,38.0,Victoria_diatance,1643.0,Hyde Park Alexandra Gate_diatance,1069.0,Cadogan Pier_diatance,1156.0,22959.0,-2.3066974730146117,0.0,-5.577241826790891,0.0,-3.878476818595074,0.1774767004487126
"Cleveland Gardens, Bayswater",164,51.515607,-0.183118788,35.0,Paddington_diatance,461.0,Kensington Gardens Lancaster Gate_diatance,568.0,Cadogan Pier_diatance,3824.0,27046.0,0.0,0.0,-4.421748299975472,0.0,-3.1080511396933117,0.18700239699169943
"Orsett Terrace, Bayswater",165,51.517932,-0.183716959,13.0,Paddington_diatance,481.0,Kensington Gardens Lancaster Gate_diatance,826.0,Cadogan Pier_diatance,4083.0,16583.0,0.0,0.0,-4.346716837581342,0.0,-3.044428555041186,0.1869342681936399
"Seville Street, Knightsbridge",166,51.50185512,-0.159237081,48.0,Victoria_diatance,1158.0,Hyde Park Albert Gate_diatance,94.0,Cadogan Pier_diatance,2172.0,9963.0,-4.523257879336181,0.0,-6.851171306747361,0.0,-3.0545286970942462,0.16909521053237508
"Eccleston Place, Victoria",167,51.49395092,-0.147624377,36.0,Victoria_diatance,354.0,St. James's Park Buckingham Gate_distance,966.0,Battersea Power Station Pier_diatance,1121.0,6936.0,-2.0349502053996598,0.0,-5.15529978076418,0.0,0.0,0.15599906716084758
"Argyll Road, Kensington",168,51.50040123,-0.195455928,17.0,Paddington_diatance,2258.0,Holland Park Duchess of Bedford_diatance,433.0,Cadogan Pier_diatance,2806.0,12893.0,0.0,0.0,-3.017541823401047,0.0,-2.847247034546983,0.1853311696205917
"Porchester Place, Paddington",169,51.51474612,-0.165164288,87.0,Paddington_diatance,853.0,Hyde Park Marble Arch_diatance,535.0,Embankment Pier_diatance,3154.0,13881.0,-5.000571205079848,0.0,-6.773402393726897,0.0,-3.0080698808017288,0.1774685589375559
"Hardwick Street, Clerkenwell",170,51.52784273,-0.108068155,9.0,Kings Cross_diatance,1169.0,Lincoln's Inn Fields South_distance,1468.0,Blackfriars Pier_diatance,1978.0,14646.0,0.0,0.0,0.0,0.0,0.0,0.10985596232014774
"Collingham Gardens, Earl's Court",171,51.4916156,-0.186753859,28.0,Paddington_diatance,2915.0,Kensington Gardens Palace Gate_diatance,1154.0,Cadogan Pier_diatance,1716.0,20277.0,0.0,0.0,-3.317868316786978,0.0,-3.0718863417167532,0.19210243563463628
"Sumner Place, South Kensington",172,51.49121192,-0.173715911,21.0,Victoria_diatance,2090.0,Hyde Park Alexandra Gate_diatance,1188.0,Cadogan Pier_diatance,1061.0,10873.0,0.0,0.0,-4.698637561049186,0.0,-3.9535792554810487,0.18459691133387568
"Waterloo Road, South Bank",173,51.50486,-0.113001,37.0,Waterloo_diatance,196.0,Geraldine Mary Harmsworth Park North_diatance,909.0,Festival Pier_diatance,408.0,17685.0,-2.1476342992961857,0.0,0.0,0.0,0.0,0.14674659996811837
"Strand, Strand",174,51.512582,-0.1150573,5.0,Charing Cross_diatance,793.0,Lincoln's Inn Fields South_distance,349.0,Festival Pier_diatance,649.0,2977.0,-2.058380826224264,0.0,0.0,0.0,0.0,0.14834660029667202
"Worship Street, Shoreditch",175,51.521668,-0.079608554,41.0,Liverpool Street_diatance,386.0,Victoria Park Bonner Gate_diatance,2511.0,Tower Millennium Pier_diatance,1602.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0920895400354472
"Gloucester Terrace, Bayswater",176,51.51791921,-0.188098863,21.0,Paddington_diatance,780.0,Kensington Gardens Black Lion Gate_diatance,869.0,Cadogan Pier_diatance,4181.0,16583.0,0.0,0.0,-3.7983398253017593,0.0,-3.069309323559167,0.1867103217355575
"Ashley Place, Victoria",177,51.49616092,-0.140947636,37.0,Victoria_diatance,271.0,St. James's Park Buckingham Gate_distance,512.0,Millbank Millennium Pier_diatance,1226.0,21065.0,0.0,0.0,-4.171575453825663,0.0,0.0,0.15128047183438603
"Warwick Square, Pimlico",178,51.48985626,-0.141923621,51.0,Victoria_diatance,776.0,Battersea Park Sopwith Way_diatance,1070.0,Battersea Power Station Pier_diatance,716.0,32905.0,0.0,0.0,-3.9414467411890115,2.2771457793627956,0.0,0.14906804413836144
"North Audley Street, Mayfair",180,51.5129118,-0.153645496,58.0,Marylebone_diatance,1305.0,Hyde Park Marble Arch_diatance,359.0,Embankment Pier_diatance,2331.0,9898.0,-4.220444275422266,0.0,-6.608232156136093,0.0,-2.8562997389519498,0.17206892044088518
"Belgrave Square, Belgravia",181,51.49941247,-0.152317537,24.0,Victoria_diatance,607.0,Green Park Wellington Arch_diatance,406.0,Battersea Power Station Pier_diatance,1778.0,7876.0,-3.7331754312550927,0.0,-6.205933022097909,0.0,-2.289930416784176,0.16133604836871113
"Bell Street , Marylebone",182,51.52202903,-0.165842551,23.0,Marylebone_diatance,230.0,The Regent's Park Clarence Gate_distance,607.0,Embankment Pier_diatance,3505.0,30382.0,-4.755433667445869,0.0,-6.431709530066449,0.0,-2.844846047044938,0.18013139006697917
"Riverlight North, Nine Elms",183,51.482362,-0.13612398,67.0,Vauxhall_diatance,997.0,Battersea Park Sopwith Way_diatance,922.0,Battersea Power Station Pier_diatance,702.0,4849.0,0.0,0.0,-2.6594380717354653,0.0,0.0,0.14073170167807278
"Portland Place, Marylebone",184,51.52071513,-0.14521173,30.0,Euston_diatance,1157.0,The Regent's Park St. Andrew's Gate_distance,518.0,Embankment Pier_diatance,2250.0,13548.0,0.0,0.0,-3.969073555994996,0.0,-2.6043911018599144,0.17400943530838664
"Alderney Street, Pimlico",185,51.48805753,-0.140741432,72.0,Victoria_diatance,991.0,Battersea Park Sopwith Way_diatance,949.0,Battersea Power Station Pier_diatance,584.0,32905.0,0.0,0.0,-3.6336291762674278,2.341499468062859,0.0,0.14763773319880097
"South Wharf Road, Paddington",186,51.51733558,-0.175810943,24.0,Paddington_diatance,80.0,Hyde Park Victoria Gate_diatance,654.0,Cadogan Pier_diatance,3892.0,6897.0,-3.5328956009909107,0.0,-5.527866496444343,0.0,-3.027740204608194,0.18299516980304448
"Queen's Gate (South), South Kensington",187,51.49247977,-0.178433004,35.0,Victoria_diatance,2373.0,Kensington Gardens Albert Memorial Gate_diatance,1024.0,Cadogan Pier_diatance,1359.0,8081.0,0.0,0.0,-4.288203949277464,0.0,-3.727853158257371,0.1894138890618499
"Nutford Place, Marylebone",188,51.5165179,-0.164393768,38.0,Marylebone_diatance,738.0,Hyde Park Marble Arch_diatance,628.0,Embankment Pier_diatance,3163.0,19577.0,-5.03310843197797,0.0,-6.766592185615109,0.0,-2.9589424350452234,0.17795268297956215
"Claremont Square, Angel",189,51.53166681,-0.109914711,12.0,Kings Cross_diatance,929.0,Lincoln's Inn Fields South_distance,1834.0,Blackfriars Pier_diatance,2421.0,21978.0,0.0,0.0,0.0,0.0,0.0,0.09499380702742079
"Rampayne Street, Pimlico",190,51.48997562,-0.132845681,36.0,Vauxhall_diatance,824.0,St. James's Park Queen Anne's Gate_distance,1219.0,St. George Wharf_diatance,561.0,18587.0,0.0,0.0,-2.246121381655949,0.0,0.0,0.14130814881078146
"Hyde Park Corner, Hyde Park",191,51.50311799,-0.153520935,1488.0,Victoria_diatance,943.0,Hyde Park Queen Elizabeth Gate_diatance,136.0,Westminster Pier_diatance,2108.0,5287.0,-4.267330428223875,0.0,-6.64397896109893,0.0,-2.575190459903221,0.16430441070206725
"Wardour Street, Soho",192,51.51251523,-0.133201961,64.0,Charing Cross_diatance,894.0,St. James's Park Waterloo Place Gate_distance,781.0,Embankment Pier_diatance,1026.0,10317.0,0.0,0.0,-2.606448130456551,0.0,0.0,0.1551161467605571
"Bankside Mix, Bankside",193,51.50581776,-0.100186337,40.0,Blackfriars_diatance,672.0,Geraldine Mary Harmsworth Park North_diatance,1124.0,Bankside Pier_diatance,404.0,13123.0,0.0,0.0,0.0,0.0,0.0,0.12826010301824287
"Hop Exchange, The Borough",194,51.50462759,-0.091773776,125.0,London Bridge_diatance,468.0,Geraldine Mary Harmsworth Park East_diatance,1375.0,London Bridge City Pier_diatance,556.0,10448.0,0.0,0.0,0.0,0.0,0.0,0.10331003046071528
"Milroy Walk, South Bank",195,51.50724437,-0.106237501,26.0,Waterloo East_diatance,440.0,Geraldine Mary Harmsworth Park North_diatance,1133.0,Blackfriars Pier_diatance,524.0,9469.0,0.0,0.0,0.0,0.0,0.0,0.14626526087726124
"Union Street, The Borough",196,51.50368837,-0.098497684,32.0,Waterloo East_diatance,804.0,Geraldine Mary Harmsworth Park East_diatance,999.0,Bankside Pier_diatance,577.0,13123.0,0.0,0.0,0.0,0.0,0.0,0.12150495435563102
"Stamford Street, South Bank",197,51.50556905,-0.111606696,31.0,Waterloo East_diatance,194.0,Geraldine Mary Harmsworth Park North_diatance,958.0,Festival Pier_diatance,457.0,17685.0,-2.1072297627602468,0.0,0.0,0.0,0.0,0.1499227682517142
"Great Tower Street, Monument",199,51.51048489,-0.082989638,58.0,Fenchurch Street_diatance,340.0,Geraldine Mary Harmsworth Park East_diatance,2265.0,London Bridge City Pier_diatance,412.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.08740537414890527
